Season,WTeamID,LTeamID,G_x,W_x,ADJOE_x,ADJDE_x,BARTHAG_x,EFG_O_x,EFG_D_x,TOR_x,TORD_x,ORB_x,DRB_x,FTR_x,FTRD_x,2P_O_x,2P_D_x,3P_O_x,3P_D_x,ADJ_T_x,WAB_x,Win_Perc_x,PPG_x,PAPG_x,Close_Wins_x,Close_Losses_x,Close_Win_Perc_x,Seed_Diff,538_Diff
2016,1242,1122,3,16,17.5,-18.69999999999999,0.6160999999999999,4.400000000000006,-8.699999999999996,-2.3999999999999986,-0.10000000000000142,0.30000000000000426,-2.1000000000000014,-8.399999999999999,5.9999999999999964,1.7000000000000028,-9.899999999999999,6.599999999999994,-3.8999999999999986,-0.4000000000000057,22.9,0.3939393939393939,5.575757575757564,-9.484848484848484,2.0,-9.0,0.3722826086956522,-15,25.629999999999995
2016,1246,1392,5,3,18.60000000000001,-4.1000000000000085,0.30369999999999997,1.2999999999999972,-3.1000000000000014,-1.1000000000000014,-0.3999999999999986,2.700000000000003,5.899999999999999,5.599999999999994,13.199999999999996,2.1999999999999957,-3.0999999999999943,-0.6000000000000014,-1.5,0.4000000000000057,6.1,-0.03529411764705892,4.209803921568621,3.064705882352939,-2.0,4.0,-0.32323232323232326,-9,13.599999999999994
2016,1274,1138,1,8,14.300000000000011,-5.900000000000006,0.3457,4.600000000000001,-1.5,-2.3000000000000007,-0.3000000000000007,-1.6999999999999993,0.8000000000000007,-0.8999999999999986,-8.699999999999996,4.200000000000003,-1.8999999999999986,3.799999999999997,0.10000000000000142,-5.900000000000006,12.7,0.2054924242424242,-0.9810606060606091,-9.126893939393938,1.0,-3.0,0.1785714285714286,-11,11.39
2016,1314,1195,9,16,20.39999999999999,-7.5,0.4395,1.1000000000000014,0.3999999999999986,-1.799999999999999,2.299999999999999,9.000000000000004,2.5,-5.0,-4.899999999999999,2.3999999999999986,-3.6999999999999957,-1.5,5.0000000000000036,3.700000000000003,17.0,0.27180527383367137,6.6784989858012125,-3.3032454361054704,-2.0,-5.0,0.09523809523809523,-15,22.53
2016,1344,1425,1,3,-5.0,-3.299999999999997,-0.015900000000000025,-4.200000000000003,2.0,-0.5,3.900000000000002,-1.7000000000000028,-1.3000000000000007,2.1999999999999957,-0.3000000000000007,-1.3999999999999986,3.1999999999999957,-6.600000000000001,-0.20000000000000284,-2.799999999999997,3.1999999999999997,0.06060606060606066,-6.878787878787875,-5.030303030303017,7.0,-2.0,0.23333333333333328,1,1.0799999999999983
2016,1428,1201,2,3,9.5,-2.799999999999997,0.21610000000000007,6.700000000000003,-0.7999999999999972,3.0999999999999996,-5.699999999999999,-0.8000000000000007,-1.8999999999999986,0.19999999999999574,-23.4,8.5,-3.8999999999999986,1.8999999999999986,4.100000000000001,-2.8999999999999915,6.5,0.03882575757575757,1.8598484848484844,-2.15625,-1.0,-1.0,0.033333333333333326,-11,10.030000000000001
2016,1438,1214,6,9,21.700000000000003,-16.5,0.6984999999999999,8.099999999999994,-0.20000000000000284,-3.5999999999999996,2.1000000000000014,-4.600000000000001,-2.0,-9.199999999999996,-2.3000000000000043,5.300000000000004,-1.2000000000000028,9.799999999999997,0.9000000000000057,-10.000000000000007,14.899999999999999,0.12121212121212122,-4.603030303030309,-14.399999999999999,-3.0,3.0,-0.1875,-15,23.849999999999994
2016,1455,1112,0,0,-5.799999999999997,-7.900000000000006,0.029900000000000038,-4.700000000000003,-1.5,-3.5,7.199999999999999,-3.3000000000000007,-1.2999999999999972,-6.399999999999999,16.099999999999998,-3.0,-3.6000000000000014,-5.800000000000004,1.1000000000000014,-2.299999999999997,-3.1999999999999997,-0.01564027370478982,-8.083088954056706,-9.58064516129032,-5.0,-1.0,-0.2,5,-2.450000000000003
2016,1463,1124,-4,1,-10.200000000000003,-3.6000000000000085,-0.07150000000000001,0.6000000000000014,-4.5,1.2999999999999972,-2.0,-0.7000000000000028,-4.5,3.1000000000000014,-5.300000000000004,1.6000000000000014,-3.6000000000000014,-1.3999999999999986,-4.199999999999996,-0.6000000000000085,-3.6,0.12152777777777779,-1.831018518518519,-6.106481481481481,-3.0,-4.0,0.1428571428571429,7,-5.269999999999996
2016,1218,1143,-2,3,-5.5,2.200000000000003,-0.10609999999999997,-0.30000000000000426,0.6000000000000014,0.40000000000000213,5.700000000000001,-2.0,1.0999999999999979,3.6999999999999957,2.700000000000003,3.0,3.299999999999997,-4.099999999999994,-4.700000000000003,2.6000000000000085,-1.4000000000000001,0.13636363636363635,2.0121212121212153,-0.6969696969697026,0.0,-5.0,0.196078431372549,9,-7.6000000000000085
2016,1234,1396,0,1,8.100000000000009,-1.6000000000000085,0.15349999999999997,4.299999999999997,1.6000000000000014,1.0,2.6000000000000014,2.799999999999997,1.6000000000000014,6.399999999999999,-3.6999999999999993,3.8000000000000043,2.4000000000000057,3.6999999999999957,0.10000000000000142,3.299999999999997,2.1,0.02116935483870963,9.440524193548384,1.2721774193548328,-10.0,5.0,-0.4166666666666667,-3,7.429999999999993
2016,1268,1355,3,2,4.400000000000006,-4.799999999999997,0.14690000000000003,3.9000000000000057,-1.5,1.7999999999999972,-0.8000000000000007,-3.299999999999997,4.399999999999999,-3.200000000000003,-13.200000000000003,6.099999999999994,-1.6000000000000014,0.10000000000000142,-1.1999999999999957,-1.2999999999999972,5.2,-0.024193548387096753,-0.2752016129032313,-2.367943548387103,0.0,2.0,-0.0892857142857143,-7,8.730000000000004
2016,1292,1277,-2,-6,-18.599999999999994,3.5,-0.3204,-4.599999999999994,6.100000000000001,-0.5,5.199999999999999,-8.400000000000002,1.3999999999999986,4.899999999999999,8.299999999999997,-3.6000000000000014,6.299999999999997,-4.199999999999996,3.700000000000003,0.9000000000000057,-10.4,-0.14326375711574946,-7.442125237191647,4.843453510436426,5.0,3.0,-0.050000000000000044,13,-16.820000000000007
2016,1320,1400,2,2,-2.5,1.1000000000000085,-0.05180000000000007,3.8000000000000043,1.0,-0.20000000000000107,0.0,-13.0,-4.600000000000001,-5.399999999999999,-13.599999999999998,2.799999999999997,3.1000000000000014,3.1000000000000014,-2.1000000000000014,-2.5999999999999943,-5.300000000000001,0.011363636363636354,-3.7982954545454533,-5.1534090909090935,1.0,-1.0,0.050000000000000044,5,-4.420000000000002
2016,1323,1276,1,2,4.8999999999999915,3.8999999999999915,0.006900000000000017,-0.5,-1.8999999999999986,0.8000000000000007,-3.099999999999998,7.900000000000002,5.700000000000003,5.099999999999998,-1.0,0.29999999999999716,-4.600000000000001,-0.6000000000000014,2.1999999999999957,-0.7999999999999972,1.4999999999999998,0.019886363636363646,1.294507575757578,2.411931818181813,0.0,3.0,-0.1386554621848739,-5,4.790000000000006
2016,1328,1167,7,8,14.799999999999997,-1.6000000000000085,0.22199999999999998,5.0,2.0,0.10000000000000142,-3.8000000000000007,-2.900000000000002,0.8000000000000007,-5.0,-13.8,-0.29999999999999716,2.5,7.900000000000006,0.30000000000000426,2.3999999999999915,11.5,0.05711206896551724,8.647629310344826,7.161637931034484,8.0,-1.0,0.3058823529411765,-13,14.989999999999995
2016,1332,1221,2,15,21.700000000000003,-10.700000000000003,0.6765,4.399999999999999,-4.300000000000004,-0.6999999999999993,0.5999999999999979,11.0,0.8999999999999986,4.199999999999996,-1.3999999999999986,5.399999999999999,-6.699999999999996,1.7999999999999972,0.5,4.400000000000006,21.2,0.393939393939394,13.212121212121218,-0.2727272727272805,3.0,-4.0,0.22426470588235292,-15,21.150000000000006
2016,1372,1452,-5,-2,-4.5,6.099999999999994,-0.11609999999999998,5.0,1.1000000000000014,-2.3000000000000007,0.8999999999999986,-8.5,3.599999999999998,-11.900000000000006,-15.099999999999994,4.200000000000003,2.0,4.399999999999999,-0.30000000000000426,-2.700000000000003,-8.6,0.05672268907563027,0.32983193277311784,-2.367647058823536,-2.0,-1.0,-0.02777777777777779,11,-8.319999999999993
2016,1386,1153,3,6,4.200000000000003,4.099999999999994,-0.006000000000000005,1.9000000000000057,2.5,-2.0,-4.199999999999999,-8.400000000000002,-4.800000000000001,4.199999999999996,-2.0,4.599999999999994,7.900000000000006,-2.0999999999999943,-4.600000000000001,4.900000000000006,3.1,0.10661764705882348,4.400735294117652,7.036764705882348,3.0,-4.0,0.20588235294117652,-1,-2.0900000000000034
2016,1393,1173,4,-2,6.400000000000006,1.0,0.06730000000000003,-1.6000000000000014,0.3999999999999986,-0.5,2.3999999999999986,4.800000000000001,11.099999999999998,-5.399999999999999,-4.799999999999997,-4.299999999999997,4.399999999999999,1.6000000000000014,-4.199999999999999,-3.0,-2.6999999999999997,-0.1875,-2.96875,-0.09375,-8.0,1.0,-0.2142857142857143,3,0.3199999999999932
2016,1401,1453,3,7,6.099999999999994,-12.0,0.3397,1.4000000000000057,-4.100000000000001,1.5999999999999979,-0.40000000000000213,3.8999999999999986,-2.8000000000000007,-4.100000000000001,-3.5,2.799999999999997,-4.399999999999999,-0.8999999999999986,-3.0,-8.899999999999991,9.7,0.12834224598930477,-7.30035650623887,-14.985739750445632,-2.0,0.0,-0.037151702786377694,-11,10.639999999999986
2016,1433,1333,5,7,2.1999999999999886,-3.8999999999999915,0.09310000000000007,1.2000000000000028,-0.29999999999999716,-0.3000000000000007,1.8999999999999986,4.200000000000003,-4.5000000000000036,-4.599999999999994,-2.5,3.200000000000003,-1.3999999999999986,-2.1999999999999957,1.3000000000000043,2.299999999999997,-0.4,0.10588235294117654,5.205882352941174,-3.272549019607837,-2.0,2.0,-0.125,3,5.420000000000002
2016,1437,1421,8,15,21.89999999999999,-8.5,0.4216000000000001,6.5,-2.5999999999999943,-2.3000000000000007,-1.5999999999999979,-3.400000000000002,0.09999999999999787,-7.699999999999996,-3.0,7.199999999999996,-8.0,4.100000000000001,4.299999999999997,-4.299999999999997,15.2,0.20777988614800758,2.48671726755218,-5.326375711574954,-3.0,-7.0,0.20346320346320346,-13,17.120000000000005
2016,1458,1338,3,2,-5.1000000000000085,-3.4000000000000057,-0.015000000000000013,-2.6000000000000014,-1.8999999999999986,-0.3999999999999986,1.7000000000000028,-3.799999999999997,0.1999999999999993,1.8999999999999986,1.2000000000000028,-3.799999999999997,-3.6000000000000014,-0.10000000000000142,2.0,-2.200000000000003,-1.4,-0.020161290322580627,-6.899193548387103,-4.147177419354833,1.0,4.0,-0.13725490196078427,-3,2.4599999999999937
2016,1462,1451,2,5,15.299999999999997,-5.200000000000003,0.3630000000000001,-3.1000000000000014,0.3999999999999986,-2.200000000000003,3.700000000000001,9.300000000000004,0.3999999999999986,-4.0,5.5,-5.5,3.3999999999999986,0.7999999999999972,-4.5,4.700000000000003,11.4,0.10181451612903225,6.827620967741936,2.579637096774192,-2.0,-4.0,0.13333333333333341,-13,14.450000000000003
2016,1181,1463,7,3,12.100000000000009,3.3000000000000114,0.09130000000000005,1.5,2.799999999999997,-5.599999999999998,-0.40000000000000213,-6.099999999999994,10.400000000000002,-1.1000000000000014,-7.9999999999999964,-0.3999999999999986,3.3999999999999986,2.5,1.2999999999999972,1.9000000000000057,4.3,-0.08080808080808077,6.973063973063972,8.542087542087543,5.0,5.0,-0.12605042016806722,-8,7.1299999999999955
2016,1211,1428,0,1,1.6000000000000085,-2.799999999999997,0.043099999999999916,0.10000000000000142,-3.200000000000003,-1.0999999999999979,-0.20000000000000107,2.900000000000002,-1.8000000000000007,-3.5,5.100000000000001,-1.2000000000000028,-0.10000000000000142,1.5,-6.800000000000001,1.2999999999999972,-3.4999999999999996,0.02367424242424243,3.0151515151515156,-2.25,-4.0,4.0,-0.2222222222222222,8,-0.6800000000000068
2016,1231,1246,-1,0,-1.9000000000000057,3.3000000000000114,-0.03490000000000004,5.200000000000003,5.299999999999997,3.400000000000002,0.8999999999999986,-0.29999999999999716,-2.6999999999999993,-3.8999999999999986,-10.599999999999998,3.200000000000003,6.299999999999997,5.0,1.6999999999999957,1.2999999999999972,-1.7999999999999998,0.016544117647058876,2.60477941176471,0.641544117647058,5.0,-1.0,0.2121212121212121,1,-3.3299999999999983
2016,1235,1114,2,-5,13.800000000000011,1.8999999999999915,0.14300000000000002,5.200000000000003,3.8999999999999986,0.09999999999999964,-4.199999999999999,-0.5,0.6000000000000014,-5.399999999999999,-13.399999999999999,7.800000000000004,3.799999999999997,0.5,2.6000000000000014,8.5,1.5,-0.21471774193548387,11.84375,14.904233870967744,-7.0,8.0,-0.3921052631578947,-8,7.599999999999994
2016,1242,1163,1,7,10.400000000000006,-3.0,0.09299999999999997,4.200000000000003,0.6000000000000014,1.5,0.3000000000000007,3.6000000000000014,-1.2000000000000028,9.0,1.8999999999999986,2.8000000000000043,1.3999999999999986,4.799999999999997,-0.10000000000000142,3.1999999999999886,10.4,0.17290552584670227,6.8912655971479495,4.517825311942964,7.0,-8.0,0.46691176470588236,-8,9.14
2016,1274,1455,1,2,9.100000000000009,8.700000000000003,-0.011800000000000033,5.300000000000004,3.5999999999999943,1.8000000000000007,-5.800000000000001,-1.5999999999999979,5.899999999999999,3.3000000000000043,-16.299999999999997,4.0,4.799999999999997,5.200000000000003,1.6999999999999957,0.20000000000000284,6.7,0.03931451612903225,2.4959677419354875,7.39314516129032,6.0,-4.0,0.45,-8,0.45999999999999375
2016,1314,1344,5,9,14.599999999999994,-0.5,0.13379999999999992,4.600000000000001,-1.1999999999999957,-0.7000000000000011,-2.400000000000002,10.300000000000004,-0.3000000000000007,-5.0,2.3999999999999986,5.899999999999999,-5.199999999999996,0.6000000000000014,3.9000000000000057,2.4000000000000057,5.199999999999999,0.12655971479500883,8.295008912655973,-0.16844919786096568,-6.0,0.0,-0.12857142857142856,-8,11.459999999999994
2016,1438,1139,4,7,1.7000000000000028,-7.599999999999994,0.07009999999999994,2.1999999999999957,-1.3000000000000043,0.5999999999999996,0.1999999999999993,-2.3000000000000043,-2.3000000000000007,-7.199999999999996,-2.3999999999999986,2.700000000000003,-2.8000000000000043,1.0,0.9000000000000057,-7.300000000000004,6.6,0.11045943304007821,-10.21700879765396,-11.494623655913976,1.0,0.0,0.029166666666666674,-8,8.289999999999992
2016,1268,1218,3,0,8.0,1.2999999999999972,0.08940000000000003,3.3000000000000043,1.6000000000000014,0.7999999999999972,-3.400000000000002,-1.2999999999999972,3.5,-8.399999999999999,-13.200000000000003,1.6999999999999957,0.7000000000000028,4.0,2.1000000000000014,-3.5,3.2,-0.08333333333333337,-1.60208333333334,0.0729166666666714,2.0,2.0,-0.04166666666666663,-8,9.350000000000009
2016,1323,1372,6,0,8.0,6.799999999999997,0.0033999999999999586,-0.7999999999999972,0.0,-2.3999999999999986,-11.099999999999998,-0.7999999999999972,1.4000000000000021,-1.3999999999999986,-14.200000000000003,-1.6000000000000014,-3.200000000000003,0.5,4.100000000000001,-2.700000000000003,3.5,-0.1651785714285714,-3.816964285714292,6.34375,6.0,2.0,0.09150326797385622,-8,3.3799999999999955
2016,1328,1433,1,4,6.1000000000000085,-0.10000000000000853,0.05149999999999999,3.299999999999997,-2.0,2.0,-3.6999999999999993,-2.0000000000000036,2.8000000000000007,0.7999999999999972,-8.499999999999996,-1.8999999999999986,-3.3000000000000043,7.0,0.0,0.5,8.1,0.07536764705882348,3.200367647058826,3.143382352941174,4.0,-3.0,0.20588235294117652,-8,6.909999999999997
2016,1332,1386,1,2,4.200000000000003,-1.3999999999999915,0.05630000000000002,1.0999999999999943,0.7999999999999972,1.8000000000000007,4.099999999999998,5.800000000000001,4.699999999999999,2.8999999999999986,7.0,0.30000000000000426,-3.1000000000000014,1.6999999999999957,5.100000000000001,-1.9000000000000057,3.3000000000000003,0.02406417112299475,0.9572192513368947,-0.517825311942957,1.0,-2.0,0.10661764705882348,-7,6.390000000000001
2016,1393,1292,4,0,8.0,-5.900000000000006,0.2633000000000001,-1.7000000000000028,-2.1000000000000014,1.0,1.0,4.800000000000001,9.599999999999998,0.5,-14.399999999999999,-0.5999999999999943,0.10000000000000142,-3.200000000000003,-4.0000000000000036,-3.0,2.9000000000000004,-0.11592741935483875,-2.1038306451612954,-2.507056451612897,-7.0,1.0,-0.19999999999999996,-5,7.670000000000002
2016,1401,1320,2,6,3.299999999999997,-4.5,0.10170000000000001,-2.0,-1.3000000000000043,2.1999999999999993,2.1999999999999993,17.099999999999998,1.8000000000000007,4.0,7.4999999999999964,0.0,-3.299999999999997,-3.1000000000000014,0.8999999999999986,4.700000000000003,7.300000000000001,0.12834224598930477,8.366310160427801,2.6203208556149775,-2.0,-1.0,-0.002941176470588225,-8,6.579999999999998
2016,1437,1234,7,13,8.699999999999989,-4.8999999999999915,0.08500000000000008,4.800000000000004,-1.2999999999999972,1.5,1.8000000000000007,-3.6999999999999993,-1.9000000000000021,1.1000000000000014,5.0,8.699999999999996,-4.600000000000001,-1.1999999999999957,2.599999999999998,-3.0999999999999943,6.9,0.17552182163187857,-1.1261859582542684,-5.003795066413659,3.0,-7.0,0.393939393939394,-5,5.38000000000001
2016,1458,1462,1,-6,-8.200000000000003,-0.7999999999999972,-0.07200000000000006,-2.8999999999999986,0.30000000000000426,-0.29999999999999716,-0.6999999999999993,-2.1000000000000014,1.6999999999999993,-3.700000000000003,0.0,-3.1999999999999957,-3.8000000000000043,-1.3999999999999986,6.299999999999997,-8.300000000000011,-7.3,-0.21875,-12.46875,-6.46875,-3.0,5.0,-0.2705882352941177,5,-2.980000000000004
2016,1242,1268,2,6,6.0,-5.8999999999999915,0.08229999999999993,0.5,-1.3999999999999986,-1.0999999999999979,2.1000000000000014,3.1000000000000014,-2.0,1.6000000000000014,10.299999999999997,-3.0999999999999943,-2.1000000000000014,5.099999999999994,0.3999999999999986,2.1999999999999886,7.6,0.12878787878787878,4.771780303030297,1.199810606060609,5.0,-5.0,0.3125,-4,7.089999999999989
2016,1328,1401,0,1,5.200000000000003,1.8999999999999915,0.020000000000000018,3.0999999999999943,-0.19999999999999574,0.9000000000000021,-3.0,-3.599999999999998,1.3000000000000007,-5.100000000000001,-3.9999999999999964,-3.0999999999999943,-0.30000000000000426,8.100000000000001,0.4000000000000057,2.3999999999999915,2.8,0.016544117647058876,4.494485294117652,4.908088235294116,1.0,-1.0,0.05882352941176472,-1,3.1400000000000006
2016,1332,1181,1,5,-2.799999999999997,-2.700000000000003,0.0040999999999999925,-1.4000000000000057,-0.6000000000000014,1.8000000000000007,2.8000000000000007,0.8999999999999986,-4.200000000000003,-0.30000000000000426,6.699999999999999,1.6000000000000014,-2.799999999999997,-4.100000000000001,2.200000000000003,0.29999999999999716,2.5,0.12121212121212122,-2.9090909090909065,-2.6666666666666714,3.0,-4.0,0.22426470588235292,-3,0.6700000000000017
2016,1437,1274,5,8,3.6999999999999886,-5.599999999999994,0.050000000000000044,1.8999999999999986,-1.5999999999999943,-0.1999999999999993,3.200000000000003,-1.9000000000000021,-0.10000000000000142,-6.600000000000001,0.8999999999999986,4.199999999999996,-2.799999999999997,-1.2999999999999972,-0.5,-0.29999999999999716,2.0,0.0716911764705882,1.345588235294116,-3.106617647058826,-1.0,0.0,-0.022727272727272707,-1,4.240000000000009
2016,1314,1231,5,6,2.0,-3.5,0.0363,-6.100000000000001,-1.6999999999999957,-4.200000000000001,-0.6999999999999993,3.5,0.8000000000000007,-1.6000000000000014,0.1999999999999993,-2.200000000000003,-4.399999999999999,-8.899999999999999,1.9000000000000057,2.200000000000003,5.3999999999999995,0.04227941176470584,-0.016544117647057988,0.652573529411768,-2.0,1.0,-0.09523809523809523,-4,6.579999999999998
2016,1323,1458,1,2,9.5,9.799999999999997,-0.02400000000000002,5.5,1.3999999999999986,-1.8000000000000007,-3.8000000000000007,-0.3999999999999986,4.400000000000002,-5.100000000000001,-7.600000000000001,6.299999999999997,1.7000000000000028,2.5,-0.5,1.4000000000000057,1.9,0.03125,6.84375,6.03125,2.0,-2.0,0.11764705882352944,-1,-0.39000000000000057
2016,1393,1211,2,-4,-5.5,-0.9000000000000057,-0.03809999999999991,-5.200000000000003,2.5,1.0,5.299999999999999,1.3999999999999986,9.299999999999997,1.0,-0.10000000000000142,-7.099999999999994,3.700000000000003,-1.7999999999999972,0.3999999999999986,-2.700000000000003,-2.4,-0.1875,-9.28125,-1.03125,-4.0,0.0,-0.11111111111111116,-1,-3.269999999999996
2016,1438,1235,2,6,-1.5,-7.599999999999994,0.04379999999999995,-2.3000000000000043,-1.3999999999999986,-0.5999999999999996,2.0,3.6999999999999993,-4.900000000000002,6.0,8.5,-4.100000000000001,-3.200000000000003,1.5999999999999943,1.2000000000000028,-10.399999999999999,5.0,0.13162878787878785,-11.48011363636364,-15.302083333333336,0.0,-4.0,0.11249999999999999,-3,5.959999999999994
2016,1328,1332,0,-1,-0.20000000000000284,-2.1000000000000085,0.01629999999999998,2.0,-1.6999999999999957,2.1999999999999993,-2.5,-2.900000000000002,0.0,-7.299999999999997,-3.6999999999999993,-4.399999999999999,-0.8000000000000043,7.800000000000004,-2.5,1.7999999999999972,1.2999999999999998,-0.03693181818181823,1.8607954545454533,1.043560606060609,-1.0,2.0,-0.10661764705882348,1,1.9599999999999937
2016,1437,1242,3,3,2.1999999999999886,0.5,0.0041000000000001036,0.3999999999999986,1.6000000000000014,-1.5,2.1000000000000014,-4.0000000000000036,1.5,-4.5,-7.299999999999997,4.699999999999996,0.7000000000000028,-5.099999999999994,1.3999999999999986,-3.3999999999999915,-2.6999999999999993,-0.025846702317290582,-3.3324420677361815,-3.900178253119435,-7.0,2.0,-0.2102272727272727,1,-3.1699999999999875
2016,1314,1323,4,9,5.0,-8.399999999999991,0.12619999999999998,-1.3999999999999986,-1.3999999999999986,0.09999999999999964,3.3999999999999986,8.0,-2.1000000000000014,-0.6000000000000014,4.399999999999999,1.0,-1.8999999999999986,-4.699999999999996,-0.6999999999999957,6.200000000000003,6.3,0.16727941176470584,6.545955882352942,-1.034926470588232,-3.0,0.0,-0.0756302521008404,-5,9.579999999999998
2016,1393,1438,0,-6,-8.0,2.5999999999999943,-0.07429999999999992,-4.799999999999997,-1.1000000000000014,3.0000000000000018,1.5999999999999979,3.6000000000000014,10.099999999999998,3.299999999999997,-5.399999999999999,-5.399999999999999,1.8000000000000043,-4.299999999999997,-4.0000000000000036,3.6000000000000014,-8.9,-0.19412878787878785,-0.14488636363635976,6.052083333333336,-2.0,0.0,-0.0625,9,-9.769999999999996
2016,1314,1393,3,10,11.399999999999991,1.3000000000000114,0.0673999999999999,2.6000000000000014,0.8000000000000043,-2.700000000000001,-2.1999999999999993,7.200000000000003,-5.299999999999997,-3.1000000000000014,2.3999999999999986,6.699999999999996,-3.5,-3.299999999999997,5.5000000000000036,6.200000000000003,8.9,0.22977941176470584,12.045955882352942,3.840073529411768,1.0,-1.0,0.0714285714285714,-9,11.25
2016,1437,1328,3,6,4.8999999999999915,-3.1999999999999886,0.03770000000000007,1.8000000000000043,-0.5,-2.0,2.900000000000002,-3.0,-1.1000000000000014,1.1000000000000014,1.6999999999999993,9.199999999999996,-1.1999999999999957,-6.0,0.19999999999999574,-4.099999999999994,0.9000000000000004,0.0716911764705882,-3.435661764705884,-6.731617647058826,-4.0,-2.0,0.021390374331550777,0,1.3300000000000125
